"Other Crops: Volume of Production, by Region and by Province, by Quarter and Semester, 2020-2024",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Crop,Geolocation,2020 Semester1,2020 Semester2,2020 Annual,2021 Semester1,2021 Semester2,2021 Annual,2022 Semester1,2022 Semester2,2022 Annual,2023 Semester1,2023 Semester2,2023 Annual,2024 Semester1,2024 Semester2,2024 Annual
Coffee Others (dried berries),..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..NEGROS ISLAND REGION (NIR) 2/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (dried berries),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee (green coffee beans),..CORDILLERA ADMINISTRATIVE REGION (CAR),859.97,143.17,1003.13,961.99,152.6,1114.59,836.58,161.25,997.83,830.77,182.85,1013.62,807.46,175.97,983.43
Coffee (green coffee beans),..REGION I (ILOCOS REGION),67.37,9.21,76.58,68.88,8.8,77.68,65.65,8.44,74.09,66.26,9.65,75.91,67.89,8.87,76.77
Coffee (green coffee beans),..REGION II (CAGAYAN VALLEY),499.57,23.51,523.08,546.99,25.42,572.41,599.56,29.21,628.77,698.31,33.2,731.51,645.07,31.21,676.28
Coffee (green coffee beans),..REGION III (CENTRAL LUZON),378.85,14.91,393.77,370.54,2.95,373.49,467.21,41.47,508.69,470.91,35,505.9,440.31,2.22,442.53
Coffee (green coffee beans),..REGION IV-A (CALABARZON),568.25,67.81,636.06,610.64,99.04,709.68,662.44,131.46,793.9,791.66,155.79,947.45,809.11,18.26,827.37
Coffee (green coffee beans),..MIMAROPA REGION,36.3,34.56,70.86,31.95,37.28,69.23,22.91,12.83,35.74,19.36,22.62,41.98,18.2,23.72,41.92
Coffee (green coffee beans),..REGION V (BICOL REGION),32.28,47.86,80.14,15.5,26.28,41.78,8.25,21.45,29.71,4.51,18.6,23.11,2.04,11.89,13.93
Coffee (green coffee beans),..REGION VI (WESTERN VISAYAS),461.93,1627.91,2089.84,481.84,1461.67,1943.51,475.57,1307.32,1782.89,474.45,1160.69,1635.14,120.78,1113.89,1234.67
Coffee (green coffee beans),..NEGROS ISLAND REGION (NIR) 2/,0,0,0,0,0,0,0,0,0,0,0,0,370.79,105.5,476.29
Coffee (green coffee beans),..REGION VII (CENTRAL VISAYAS),33.35,27.02,60.37,26.7,29.17,55.87,12.57,17.55,30.12,22.48,180.32,202.8,1.01,10.94,11.95
Coffee (green coffee beans),..REGION VIII (EASTERN VISAYAS),12.33,15.95,28.27,11.8,15.27,27.07,11.24,14.62,25.86,9.16,20.71,29.87,9.39,12.27,21.65
Coffee (green coffee beans),..REGION IX (ZAMBOANGA PENINSULA),75.78,181.91,257.69,79.66,148.83,228.49,69.82,115.2,185.02,44.42,79.5,123.92,43.48,77.53,121.01
Coffee (green coffee beans),..REGION X (NORTHERN MINDANAO),1297.31,1503.35,2800.66,1646.08,1471.14,3117.22,1594.93,1529.98,3124.91,1515.4,1655.21,3170.61,1454.71,1526.13,2980.84
Coffee (green coffee beans),..REGION XI (DAVAO REGION),1854.35,3558.77,5413.13,1814.97,3613.07,5428.04,1798.28,3543.46,5341.74,1782.06,3459,5241.06,1776.88,3115.97,4892.85
Coffee (green coffee beans),..REGION XII (SOCCSKSARGEN),3717.46,7076.78,10794.24,4387.9,6115.81,10503.71,3834.96,6646.43,10481.39,3809.26,7178,10987.26,6609.13,8037.58,14646.71
Coffee (green coffee beans),..REGION XIII (CARAGA),93.51,717.62,811.12,74.42,716.12,790.54,70.05,606.13,676.18,80.66,361.51,442.17,91.11,762.69,853.8
Coffee (green coffee beans),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,1563.5,3718.06,5281.55,1478.4,3771.9,5250.3,1492.13,3748.04,5240.17,1576.28,3274.8,4851.08,1253.34,2423.93,3677.27
Coffee Arabica (green coffee beans),..CORDILLERA ADMINISTRATIVE REGION (CAR),222.27,125.21,347.47,387.99,135.03,523.02,433.48,143.42,576.9,444.29,164.59,608.88,428.37,158.67,587.04
Coffee Arabica (green coffee beans),..REGION I (ILOCOS REGION),31.74,5.22,36.96,32.04,5.03,37.07,29.41,4.8,34.21,29.68,5.18,34.85,30.8,4.76,35.56
Coffee Arabica (green coffee beans),..REGION II (CAGAYAN VALLEY),83.39,0,83.39,83.89,0,83.89,93.83,0,93.83,101.47,0,101.47,96.8,0,96.8
Coffee Arabica (green coffee beans),..REGION III (CENTRAL LUZON),0.11,0.15,0.26,0.13,0.28,0.41,0.15,0.23,0.38,0.15,0.26,0.41,0.11,0.19,0.3
Coffee Arabica (green coffee beans),..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
Coffee Arabica (green coffee beans),..MIMAROPA REGION,1.19,0.18,1.36,0.78,0.21,0.99,0.58,0.11,0.69,0.53,0.14,0.67,0.35,0.16,0.51
Coffee Arabica (green coffee beans),..REGION V (BICOL REGION),7.02,11.74,18.76,0.66,1,1.66,0.36,1.36,1.72,0.32,0.86,1.18,0.3,1.21,1.51
Coffee Arabica (green coffee beans),..REGION VI (WESTERN VISAYAS),12.15,325.17,337.31,12.82,299.16,311.98,12.01,275.69,287.7,11.68,163.72,175.4,14.47,153.97,168.44
Coffee Arabica (green coffee beans),..NEGROS ISLAND REGION (NIR) 2/,0,0,0,0,0,0,0,0,0,0,0,0,0.13,26.96,27.09
Coffee Arabica (green coffee beans),..REGION VII (CENTRAL VISAYAS),0.26,9.63,9.89,0.21,11.03,11.24,0.1,7.34,7.44,0.15,35.54,35.69,0.09,0.18,0.27
Coffee Arabica (green coffee beans),..REGION VIII (EASTERN VISAYAS),0.24,3.05,3.29,0.22,3.05,3.27,0.11,3.14,3.25,0.11,5.82,5.93,0.14,1.5,1.63
Coffee Arabica (green coffee beans),..REGION IX (ZAMBOANGA PENINSULA),14.11,45.46,59.57,14.11,41.57,55.68,12.53,35.37,47.9,9.65,17.6,27.25,9.01,17.23,26.24
Coffee Arabica (green coffee beans),..REGION X (NORTHERN MINDANAO),73.66,25.77,99.44,70.32,24.41,94.72,67.94,22.87,90.81,57.98,23.59,81.57,50.21,22.28,72.49
Coffee Arabica (green coffee beans),..REGION XI (DAVAO REGION),211.71,947.1,1158.8,208.22,974.38,1182.6,216.09,998.63,1214.73,220.63,818.13,1038.76,227.21,804.98,1032.19
Coffee Arabica (green coffee beans),..REGION XII (SOCCSKSARGEN),1714.29,2741.41,4455.69,1648.17,2248.25,3896.42,1541.79,1951.71,3493.5,1328.89,1785.47,3114.36,2177.26,1900.14,4077.4
Coffee Arabica (green coffee beans),..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.04,0,0.04
Coffee Arabica (green coffee beans),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,320.55,396,716.55,322.98,400.69,723.67,324.7,397.81,722.51,323.17,406.01,729.17,330.6,363.58,694.18
Coffee Excelsa (green coffee beans),..CORDILLERA ADMINISTRATIVE REGION (CAR),11.16,3,14.16,10.84,3.08,13.91,10.89,3.29,14.18,10.89,4,14.89,8.95,3.85,12.8
Coffee Excelsa (green coffee beans),..REGION I (ILOCOS REGION),4.85,1.55,6.41,4.93,1.44,6.37,4.9,1.31,6.21,4.93,1.5,6.44,5.11,1.38,6.49
Coffee Excelsa (green coffee beans),..REGION II (CAGAYAN VALLEY),67.93,0,67.93,73.37,0,73.37,80.22,0,80.22,77.28,0,77.28,74.91,0,74.91
Coffee Excelsa (green coffee beans),..REGION III (CENTRAL LUZON),1.88,0,1.88,1.85,0,1.85,1.75,0,1.75,1.5,0,1.5,1.55,0,1.55
Coffee Excelsa (green coffee beans),..REGION IV-A (CALABARZON),159.14,0,159.14,166,0,166,160.87,0,160.87,200.41,1.44,201.85,202.32,3.5,205.82
Coffee Excelsa (green coffee beans),..MIMAROPA REGION,6.5,2.43,8.93,5.22,2.87,8.09,4.01,0.57,4.58,3.5,3.34,6.84,3.61,3.81,7.42
Coffee Excelsa (green coffee beans),..REGION V (BICOL REGION),0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Excelsa (green coffee beans),..REGION VI (WESTERN VISAYAS),0,0.89,0.89,0,0.97,0.97,0,0.84,0.84,0,1.1,1.1,0.15,1.24,1.39
Coffee Excelsa (green coffee beans),..NEGROS ISLAND REGION (NIR) 2/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Excelsa (green coffee beans),..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Excelsa (green coffee beans),..REGION VIII (EASTERN VISAYAS),4.12,5.86,9.98,3.8,5.62,9.42,3.38,5.35,8.73,3.35,6.81,10.16,1.96,4.41,6.37
Coffee Excelsa (green coffee beans),..REGION IX (ZAMBOANGA PENINSULA),5.03,17.73,22.76,5.01,16.72,21.74,4.78,15.44,20.22,3.37,6.18,9.55,2.99,5.67,8.66
Coffee Excelsa (green coffee beans),..REGION X (NORTHERN MINDANAO),82.39,53.33,135.72,92.46,50.75,143.2,81.46,75.97,157.43,71.07,81.86,152.93,63.53,71.74,135.27
Coffee Excelsa (green coffee beans),..REGION XI (DAVAO REGION),309.94,252.55,562.49,298.79,252.98,551.76,297.95,243.14,541.09,288.47,229.7,518.17,282.04,218.38,500.42
Coffee Excelsa (green coffee beans),..REGION XII (SOCCSKSARGEN),149.9,16.34,166.23,128.73,14.47,143.2,75.68,13.14,88.82,65.06,11.96,77.02,55.45,8.66,64.11
Coffee Excelsa (green coffee beans),..REGION XIII (CARAGA),0.36,0.36,0.72,0.32,0.32,0.63,0.25,0.24,0.49,0.24,0.24,0.48,0.21,0.22,0.43
Coffee Excelsa (green coffee beans),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,280.31,418.36,698.67,272.78,425.05,697.83,270.06,420.29,690.35,305.59,442.65,748.24,312.07,435.85,747.92
Coffee Liberica (green coffee beans),..CORDILLERA ADMINISTRATIVE REGION (CAR),4.52,3.73,8.25,4.36,3.37,7.73,4.19,3.26,7.45,3.83,2.95,6.78,2.27,2.36,4.63
Coffee Liberica (green coffee beans),..REGION I (ILOCOS REGION),0,0,0,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.02
Coffee Liberica (green coffee beans),..REGION II (CAGAYAN VALLEY),4.09,0,4.09,4.6,0,4.6,5.38,0,5.38,4.4,0,4.4,4.08,0,4.08
Coffee Liberica (green coffee beans),..REGION III (CENTRAL LUZON),0.63,0,0.63,0.6,0,0.6,0.55,0,0.55,0.63,0,0.63,0.65,0,0.65
Coffee Liberica (green coffee beans),..REGION IV-A (CALABARZON),29.41,0,29.41,27.56,0,27.56,30.25,0,30.25,34.81,20.37,55.18,33.42,0.25,33.67
Coffee Liberica (green coffee beans),..MIMAROPA REGION,3.91,2.38,6.29,3.91,3.11,7.02,3.86,1.31,5.16,4.05,3.08,7.13,4.11,3.44,7.55
Coffee Liberica (green coffee beans),..REGION V (BICOL REGION),1.15,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Liberica (green coffee beans),..REGION VI (WESTERN VISAYAS),1,62.51,63.51,1.13,58.76,59.88,0.98,56.01,56.99,0.92,50.41,51.33,0.83,50.23,51.06
Coffee Liberica (green coffee beans),..NEGROS ISLAND REGION (NIR) 2/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Liberica (green coffee beans),..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Liberica (green coffee beans),..REGION VIII (EASTERN VISAYAS),2.17,1.45,3.62,2.05,1.4,3.45,1.91,1.3,3.21,1.9,1.29,3.19,1.1,1.15,2.25
Coffee Liberica (green coffee beans),..REGION IX (ZAMBOANGA PENINSULA),0.27,0.3,0.57,0.29,0.29,0.57,0.27,0.27,0.54,0.16,0,0.16,0.13,0,0.13
Coffee Liberica (green coffee beans),..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Liberica (green coffee beans),..REGION XI (DAVAO REGION),19.1,15.92,35.02,18.55,15.62,34.17,18.23,15.16,33.39,17.5,15.1,32.6,16.49,14.62,31.11
Coffee Liberica (green coffee beans),..REGION XII (SOCCSKSARGEN),0.09,0.83,0.91,0.07,0.53,0.6,0.05,0.2,0.25,0.04,0.1,0.14,0.01,0,0.01
Coffee Liberica (green coffee beans),..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Liberica (green coffee beans),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,4.34,73.5,77.83,4.44,74.1,78.54,4.3,73.4,77.7,6.61,70,76.61,3.8,68,71.8
Coffee Robusta (green coffee beans),..CORDILLERA ADMINISTRATIVE REGION (CAR),622.03,11.24,633.26,558.81,11.13,569.94,388.03,11.28,399.31,371.76,11.31,383.07,367.87,11.09,378.96
Coffee Robusta (green coffee beans),..REGION I (ILOCOS REGION),30.77,2.44,33.21,31.91,2.32,34.22,31.33,2.31,33.64,31.64,2.95,34.6,31.97,2.72,34.69
Coffee Robusta (green coffee beans),..REGION II (CAGAYAN VALLEY),344.15,23.51,367.66,385.14,25.42,410.56,420.13,29.21,449.34,515.16,33.2,548.36,469.29,31.21,500.5
Coffee Robusta (green coffee beans),..REGION III (CENTRAL LUZON),376.24,14.76,391.01,367.97,2.67,370.63,464.76,41.24,506.01,468.63,34.74,503.37,438,2.03,440.03
Coffee Robusta (green coffee beans),..REGION IV-A (CALABARZON),379.7,67.81,447.5,417.09,99.04,516.13,471.32,131.46,602.78,556.44,133.98,690.42,559.37,14.51,573.88
Coffee Robusta (green coffee beans),..MIMAROPA REGION,24.71,29.58,54.29,22.05,31.1,53.15,14.47,10.84,25.31,11.28,16.06,27.34,10.12,16.32,26.44
Coffee Robusta (green coffee beans),..REGION V (BICOL REGION),23.85,36.12,59.97,14.84,25.28,40.12,7.9,20.09,27.99,4.19,17.74,21.93,1.74,10.68,12.42
Coffee Robusta (green coffee beans),..REGION VI (WESTERN VISAYAS),448.78,1239.35,1688.13,467.89,1102.78,1570.67,462.59,974.78,1437.37,461.85,945.46,1407.31,105.33,908.45,1013.78
Coffee Robusta (green coffee beans),..NEGROS ISLAND REGION (NIR) 2/,0,0,0,0,0,0,0,0,0,0,0,0,370.66,78.54,449.2
Coffee Robusta (green coffee beans),..REGION VII (CENTRAL VISAYAS),33.1,17.39,50.49,26.49,18.14,44.63,12.47,10.21,22.68,22.33,144.78,167.11,0.92,10.76,11.68
Coffee Robusta (green coffee beans),..REGION VIII (EASTERN VISAYAS),5.81,5.59,11.39,5.73,5.2,10.93,5.85,4.82,10.67,3.8,6.78,10.58,6.19,5.21,11.4
Coffee Robusta (green coffee beans),..REGION IX (ZAMBOANGA PENINSULA),56.37,118.43,174.79,60.25,90.25,150.5,52.24,64.12,116.36,31.24,55.72,86.96,31.36,54.62,85.98
Coffee Robusta (green coffee beans),..REGION X (NORTHERN MINDANAO),1141.26,1424.24,2565.5,1483.3,1395.99,2879.29,1445.54,1431.14,2876.68,1386.35,1549.76,2936.11,1340.97,1432.11,2773.08
Coffee Robusta (green coffee beans),..REGION XI (DAVAO REGION),1313.61,2343.2,3656.81,1289.41,2370.1,3659.51,1266.01,2286.52,3552.53,1255.46,2396.07,3651.53,1251.14,2077.98,3329.12
Coffee Robusta (green coffee beans),..REGION XII (SOCCSKSARGEN),1853.2,4318.21,6171.41,2610.94,3852.56,6463.5,2217.45,4681.38,6898.83,2415.27,5380.48,7795.75,4376.41,6128.78,10505.18
Coffee Robusta (green coffee beans),..REGION XIII (CARAGA),93.14,717.26,810.4,74.1,715.8,789.9,69.8,605.89,675.69,80.37,361.27,441.64,90.86,762.47,853.33
Coffee Robusta (green coffee beans),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,958.31,2830.2,3788.51,878.2,2872.07,3750.26,893.08,2856.54,3749.62,940.91,2356.15,3297.06,606.87,1556.5,2163.37
Coffee Others (green coffee beans),..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..NEGROS ISLAND REGION (NIR) 2/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Others (green coffee beans),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber (coagulated cup lump),..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber (coagulated cup lump),..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber (coagulated cup lump),..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber (coagulated cup lump),..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber (coagulated cup lump),..REGION IV-A (CALABARZON),0.69,11.71,12.4,3.68,11.59,15.27,2.61,11.27,13.88,2.5,10.45,12.95,2.28,9.98,12.26
Rubber (coagulated cup lump),..MIMAROPA REGION,67.3,79.49,146.79,71.12,91.69,162.81,71.38,90.78,162.16,40.12,65.54,105.66,42.69,69.08,111.77
Rubber (coagulated cup lump),..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber (coagulated cup lump),..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber (coagulated cup lump),..NEGROS ISLAND REGION (NIR) 2/,0,0,0,0,0,0,0,0,0,0,0,0,19.33,55.59,74.92
Rubber (coagulated cup lump),..REGION VII (CENTRAL VISAYAS),0,48.78,48.78,10.83,63.6,74.43,12.71,63.74,76.45,32.54,27.07,59.61,0,0,0
Rubber (coagulated cup lump),..REGION VIII (EASTERN VISAYAS),13.9,11.4,25.3,12.6,10.65,23.25,5.78,6.8,12.58,7.7,8.26,15.96,7.73,5.96,13.69
Rubber (coagulated cup lump),..REGION IX (ZAMBOANGA PENINSULA),60668.59,105026.8,165695.39,67664.08,97770.62,165434.71,65649.32,96926.07,162575.39,60465.33,97168.04,157633.37,58546.24,98535.76,157082
Rubber (coagulated cup lump),..REGION X (NORTHERN MINDANAO),4317.14,8098.63,12415.77,4000.41,7739.68,11740.09,3683.35,6564.9,10248.25,3508.45,6640.5,10148.95,3296.61,6203.79,9500.4
Rubber (coagulated cup lump),..REGION XI (DAVAO REGION),4238.44,7866.81,12105.25,4221.9,8292.95,12514.85,4274.54,8145.16,12419.7,4264.51,8042.02,12306.52,4150.28,7861.34,12011.61
Rubber (coagulated cup lump),..REGION XII (SOCCSKSARGEN),38094.97,98631.18,136726.15,40041.04,104373.54,144414.58,41836.06,92551.1,134387.16,36652.12,75058.89,111711.01,34076.04,69394.65,103470.69
Rubber (coagulated cup lump),..REGION XIII (CARAGA),7807.63,9820.8,17628.43,7409.8,10668.43,18078.23,6676.71,10808.03,17484.74,6532.59,9430.21,15962.8,6022.69,9736.6,15759.29
Rubber (coagulated cup lump),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,47481.64,30121.2,77602.84,47871.76,30305.77,78177.53,48236.41,30132.92,78369.33,45909.61,24951.68,70861.29,43274.97,23244.99,66519.96
Sugarcane,..CORDILLERA ADMINISTRATIVE REGION (CAR),22725.69,184.72,22910.41,22000.98,186.39,22187.37,23047.76,189.25,23237.01,18682.54,173.28,18855.82,22195.89,146.77,22342.66
Sugarcane,..REGION I (ILOCOS REGION),18571.22,1052.51,19623.73,18329.01,1068.3,19397.31,16512.14,1077.14,17589.28,16380.2,1039.7,17419.9,16152,1028.6,17180.6
Sugarcane,..REGION II (CAGAYAN VALLEY),199371.18,119722.79,319093.97,229983.58,121713.17,351696.75,247631.74,122129.57,369761.31,248723.47,117214.41,365937.88,253702.75,114112.38,367815.13
Sugarcane,..REGION III (CENTRAL LUZON),376058.82,39243.02,415301.84,428774.63,120788.44,549563.07,232786.3,125039.27,357825.57,215285.95,204231.51,419517.46,215938.57,121723.74,337662.3
Sugarcane,..REGION IV-A (CALABARZON),1047948.41,58207,1106155.41,1210785.47,130062,1340847.47,922356.38,203923,1126279.38,654217.77,221700,875917.77,459688.35,22012.5,481700.85
Sugarcane,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugarcane,..REGION V (BICOL REGION),179066.16,25962.47,205028.63,152267.63,24483.47,176751.1,147805.23,24384.07,172189.3,142295.89,24652.84,166948.73,127828.16,21038.37,148866.53
Sugarcane,..REGION VI (WESTERN VISAYAS),9321809.06,5957871.06,15279680.12,9469103.27,6315419.04,15784522.31,6562437.54,7654159.36,14216596.9,5733604.3,7452775.66,13186379.96,777127.55,443097.51,1220225.06
Sugarcane,..NEGROS ISLAND REGION (NIR) 2/,0,0,0,0,0,0,0,0,0,0,0,0,6405898.87,5319008.99,11724907.86
Sugarcane,..REGION VII (CENTRAL VISAYAS),1969065.31,401787.41,2370852.72,2233090.41,375918.66,2609009.07,1697342.03,561295.21,2258637.24,1412579.7,755574.4,2168154.1,12686.32,10002.66,22688.97
Sugarcane,..REGION VIII (EASTERN VISAYAS),351271.43,15901.92,367173.34,310484.89,22.76,310507.65,265589.39,34.09,265623.48,245462.4,28.56,245490.96,230821.61,27.67,230849.28
Sugarcane,..REGION IX (ZAMBOANGA PENINSULA),26.4,65.63,92.03,26.73,63.61,90.34,24.34,60.88,85.22,24.57,51.5,76.07,20.84,32.37,53.2
Sugarcane,..REGION X (NORTHERN MINDANAO),2837617.7,370075.35,3207693.05,3323572.15,526325.65,3849897.8,2664773.75,918911.25,3583685,2000936.1,1083509.5,3084445.6,2433857.3,633909.39,3067766.69
Sugarcane,..REGION XI (DAVAO REGION),274974.69,46.85,275021.54,301550.99,45.5,301596.49,249196.41,44.89,249241.3,203908.46,44.24,203952.69,216666.1,42.95,216709.06
Sugarcane,..REGION XII (SOCCSKSARGEN),596978.41,86700.13,683678.54,711459.82,97893.27,809353.09,509320.87,163859.13,673179.99,467264.52,242765.95,710030.47,535121.58,179655.03,714776.61
Sugarcane,..REGION XIII (CARAGA),2.36,2.76,5.12,1.04,0.96,2,0.47,0.99,1.46,0.5,4.06,4.56,4.01,4.95,8.96
Sugarcane,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,112013.88,14616.92,126630.8,131196.02,20783.9,151979.92,105190.72,36280.35,141471.07,145028.51,42777.41,187805.92,96075.26,25024.04,121099.3
Sugarcane for Centrifugal Sugar,..CORDILLERA ADMINISTRATIVE REGION (CAR),21865,0,21865,21049,0,21049,22070,0,22070,17748.45,0,17748.45,21349,0,21349
Sugarcane for Centrifugal Sugar,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugarcane for Centrifugal Sugar,..REGION II (CAGAYAN VALLEY),86486,0,86486,110098,0,110098,126339,0,126339,127503.55,0,127503.55,133701,0,133701
Sugarcane for Centrifugal Sugar,..REGION III (CENTRAL LUZON),374912,39115,414027,427622,120685,548307,231689,124949,356638,214193,204106,418299,214427,121639,336066
Sugarcane for Centrifugal Sugar,..REGION IV-A (CALABARZON),1047675,58207,1105882,1210502,130062,1340564,922240,203923,1126163,654073,221700,875773,459536,19945,479481
Sugarcane for Centrifugal Sugar,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugarcane for Centrifugal Sugar,..REGION V (BICOL REGION),133421,0,133421,109845,0,109845,104670,0,104670,98794,0,98794,90271,0,90271
Sugarcane for Centrifugal Sugar,..REGION VI (WESTERN VISAYAS),9270162,5929232,15199394,9415094,6286656,15701750,6508837,7620058,14128895,5680687,7420315,13101002,736763,414041,1150804
Sugarcane for Centrifugal Sugar,..NEGROS ISLAND REGION (NIR) 2/,0,0,0,0,0,0,0,0,0,0,0,0,6390044.87,5312607.5,11702652.37
Sugarcane for Centrifugal Sugar,..REGION VII (CENTRAL VISAYAS),1967124,398848,2365972,2230884,372625,2603509,1693852,557546,2251398,1409098,751942,2161040,12685.13,10002.5,22687.63
